Name,Type,Default,Choices,Description,Config
structured-outputs-config,dict (StructuredOutputsConfig),"StructuredOutputsConfig(backend='auto',<br>disable_any_whitespace=False,<br>disable_additional_properties=False,<br>reasoning_parser='', reasoning_parser_plugin='',<br>enable_in_reasoning=False)",,Structured outputs configuration.<br>API docs: https://docs.vllm.ai/en/latest/api/vllm/conf<br>ig/#vllm.config.StructuredOutputsConfig<br>Should either be a valid JSON string or JSON keys<br>passed individually.,VllmConfig
weight-transfer-config,dict (WeightTransferConfig),None,,The configurations for weight transfer during RL<br>training.<br>API docs: https://docs.vllm.ai/en/latest/api/vllm/conf<br>ig/#vllm.config.WeightTransferConfig<br>Should either be a valid JSON string or JSON keys<br>passed individually.,VllmConfig
ec_connector,str | None,None,,The EC connector for transmitting EC caches between vLLM instances.,ECTransferConfig
ec_buffer_device,str | None,"""cuda""",,The device used by EC connector to buffer the EC cache (currently only 'cuda').,ECTransferConfig
ec_buffer_size,float,1e9,,The buffer size for TorchDistributedConnector (~1GB recommended).,ECTransferConfig
ec_role,ECRole | None,None,,"Whether this vLLM instance produces, consumes EC cache, or both.",ECTransferConfig
ec_rank,int | None,None,,The rank of this vLLM instance in the EC cache transfer.,ECTransferConfig
ec_parallel_size,int,1,,The number of parallel instances for EC cache transfer.,ECTransferConfig
ec_ip,str,"""127.0.0.1""",,The EC connector IP address.,ECTransferConfig
ec_port,int,14579,,The EC connector port.,ECTransferConfig
ec_connector_extra_config,"dict[str, Any]",{},,Any extra config that the EC connector may need.,ECTransferConfig
ec_connector_module_path,str | None,None,,The Python module path to dynamically load the EC connector from.,ECTransferConfig
enable_kv_cache_events,bool,False,,"If True, enable KV cache events for tracking block storage and removal.",KVEventsConfig
publisher,"""null"" | ""zmq""","None` (post_init: `""zmq""` if events enabled, else `""null""`)",,The publisher to use for publishing KV events: 'null' or 'zmq'.,KVEventsConfig
endpoint,str,"""tcp://*:5557""",,The ZMQ endpoint to use for publishing KV events.,KVEventsConfig
replay_endpoint,str | None,None,,The ZMQ endpoint to use for replaying KV events.,KVEventsConfig
buffer_steps,int,10000,,The number of steps to cache for the replay endpoint.,KVEventsConfig
hwm,int,100000,,The ZMQ high water mark for the event publisher.,KVEventsConfig
max_queue_size,int,100000,,The maximum number of events to queue while waiting for publishing.,KVEventsConfig
topic,str,"""""",,The topic to use for the event publisher.,KVEventsConfig
kv_connector,str | None,None,,The KV connector for transmitting KV caches between vLLM instances.,KVTransferConfig
kv_buffer_device,str,platform device type,,"The device used by KV connector to buffer the KV cache: 'cuda', 'cpu', or 'xpu'.",KVTransferConfig
kv_buffer_size,float,1e9,,The buffer size for TorchDistributedConnector (~1GB recommended).,KVTransferConfig
kv_role,KVRole | None,None,,"Whether this vLLM instance produces, consumes KV cache, or both.",KVTransferConfig
kv_rank,int | None,None,,The rank of this vLLM instance in the KV cache transfer.,KVTransferConfig
kv_parallel_size,int,1,,The number of parallel instances for KV cache transfer.,KVTransferConfig
kv_ip,str,"""127.0.0.1""",,The KV connector IP address.,KVTransferConfig
kv_port,int,14579,,The KV connector port.,KVTransferConfig
kv_connector_extra_config,"dict[str, Any]",{},,Any extra config that the KV connector may need.,KVTransferConfig
kv_connector_module_path,str | None,None,,The Python module path to dynamically load the KV connector from.,KVTransferConfig
enable_permute_local_kv,bool,False,,Experimental flag to enable HND to NHD KV transfer.,KVTransferConfig
kv_load_failure_policy,"""recompute"" | ""fail""","""fail""",,Policy for handling KV cache load failures: 'recompute' or 'fail'.,KVTransferConfig
profiler,ProfilerKind | None,None,,Which profiler to use: 'torch' or 'cuda'.,ProfilerConfig
torch_profiler_dir,str,"""""",,Directory to save torch profiler traces.,ProfilerConfig
torch_profiler_with_stack,bool,True,,"If True, enables stack tracing in the torch profiler.",ProfilerConfig
torch_profiler_with_flops,bool,False,,"If True, enables FLOPS counting in the torch profiler.",ProfilerConfig
torch_profiler_use_gzip,bool,True,,"If True, saves torch profiler traces in gzip format.",ProfilerConfig
torch_profiler_dump_cuda_time_total,bool,True,,"If True, dumps total CUDA time in torch profiler traces.",ProfilerConfig
torch_profiler_record_shapes,bool,False,,"If True, records tensor shapes in the torch profiler.",ProfilerConfig
torch_profiler_with_memory,bool,False,,"If True, enables memory profiling in the torch profiler.",ProfilerConfig
ignore_frontend,bool,False,,"If True, disables front-end profiling of AsyncLLM when using the 'torch' profiler.",ProfilerConfig
delay_iterations,int,0,,Number of engine iterations to skip before starting profiling.,ProfilerConfig
max_iterations,int,0,,Maximum number of engine iterations to profile after starting.,ProfilerConfig
warmup_iterations,int,0,,Number of warmup iterations for PyTorch profiler schedule.,ProfilerConfig
active_iterations,int,5,,Number of active iterations for PyTorch profiler schedule.,ProfilerConfig
wait_iterations,int,0,,Number of wait iterations for PyTorch profiler schedule.,ProfilerConfig
reasoning_parser,str,"""""",,The name of the ReasoningParser to use for this model.,ReasoningConfig
reasoning_start_str,str,"""""",,String that indicates the start of reasoning content.,ReasoningConfig
reasoning_end_str,str,"""""",,String that indicates the end of reasoning content.,ReasoningConfig
num_speculative_tokens,int,required,,"The number of speculative tokens, if provided.",SpeculativeConfig
model,str | None,None,,"The name of the draft model, eagle head, or additional weights, if provided.",SpeculativeConfig
method,SpeculativeMethod | None,None,,The name of the speculative method to use.,SpeculativeConfig
draft_tensor_parallel_size,int | None,None,,The degree of tensor parallelism for the draft model.,SpeculativeConfig
quantization,str | None,None,,Quantization method used for the draft model weights.,SpeculativeConfig
moe_backend,MoEBackend | None,None,,MoE backend to use for the draft model.,SpeculativeConfig
attention_backend,AttentionBackendEnum | None,None,,Attention backend to use for the draft model.,SpeculativeConfig
max_model_len,int | None,None,,The maximum model length of the draft model.,SpeculativeConfig
revision,str | None,None,,The specific model version to use for the draft model.,SpeculativeConfig
code_revision,str | None,None,,The specific revision to use for the draft model code on Hugging Face Hub.,SpeculativeConfig
disable_padded_drafter_batch,bool,False,,Disable input padding for speculative decoding.,SpeculativeConfig
use_local_argmax_reduction,bool,False,,Use vocab-parallel local argmax instead of all-gathering full logits.,SpeculativeConfig
prompt_lookup_max,int | None,None,,Maximum size of ngram token window when using Ngram proposer.,SpeculativeConfig
prompt_lookup_min,int | None,None,,Minimum size of ngram token window when using Ngram proposer.,SpeculativeConfig
parallel_drafting,bool,False,,Enable parallel drafting.,SpeculativeConfig
rejection_sample_method,str,"""standard""",,The rejection sampling method to use: 'standard' or 'synthetic'.,SpeculativeConfig
synthetic_acceptance_rates,list[float] | None,None,,Per-position unconditional acceptance rates for synthetic rejection sampling.,SpeculativeConfig
synthetic_acceptance_length,float | None,None,,Target mean acceptance length for synthetic rejection sampling.,SpeculativeConfig
suffix_decoding_max_tree_depth,int,24,,The maximum depth of the suffix decoding global and prompt trees.,SpeculativeConfig
suffix_decoding_max_cached_requests,int,10000,,The maximum number of requests to cache in the global suffix tree.,SpeculativeConfig
suffix_decoding_max_spec_factor,float,1.0,,The maximum spec factor for suffix decoding.,SpeculativeConfig
suffix_decoding_min_token_prob,float,0.1,,The minimum token probability for suffix decoding.,SpeculativeConfig
backend,StructuredOutputsBackend,"""auto""",,The backend to use for weight transfer during RL training.,StructuredOutputsConfig
disable_any_whitespace,bool,False,,"If True, JSON output will always be compact without any whitespace.",StructuredOutputsConfig
disable_additional_properties,bool,False,,"If True, the guidance backend will not use additionalProperties.",StructuredOutputsConfig
reasoning_parser,str,"""""",,The name of the ReasoningParser to use for this model.,StructuredOutputsConfig
reasoning_parser_plugin,str,"""""",,Path to a dynamically-loaded reasoning parser plugin.,StructuredOutputsConfig
enable_in_reasoning,bool,False,,Whether to use structured output during reasoning.,StructuredOutputsConfig
backend,"""nccl"" | ""ipc"" | str","""nccl""",,The backend to use for weight transfer during RL training.,WeightTransferConfig
